ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,CDD0,CDD10,CLRSKY_SFC_SW_DWN,HDD18_3,T2M,Date,site_id
8.32,7.16,10.58,22.81,12.81,-999.0,0.0,22.72,2017-04-26,0
8.9,7.36,10.62,25.9,15.9,7.5,0.0,26.01,2017-04-27,0
9.41,7.22,10.65,27.65,17.65,7.43,0.0,27.38,2017-04-28,0
9.01,6.66,10.68,27.6,17.6,-999.0,0.0,26.55,2017-04-29,0
9.31,6.52,10.72,26.95,16.95,7.55,0.0,25.92,2017-04-30,0
9.46,6.05,10.75,27.07,17.07,-999.0,0.0,26.51,2017-05-01,0
8.33,7.54,10.78,25.42,15.42,7.73,0.0,24.66,2017-05-02,0
7.97,7.61,10.81,24.32,14.32,7.79,0.0,24.23,2017-05-03,0
9.34,5.09,10.84,24.92,14.92,-999.0,0.0,24.72,2017-05-04,0
8.76,7.51,10.87,21.27,11.27,7.79,0.0,21.05,2017-05-05,0
7.47,7.67,10.89,19.49,9.49,7.99,0.0,19.08,2017-05-06,0
7.87,7.67,10.92,22.35,12.35,7.8,0.0,22.23,2017-05-07,0
7.72,7.77,10.95,22.75,12.75,7.93,0.0,22.96,2017-05-08,0
8.35,7.62,10.97,24.23,14.23,7.78,0.0,24.52,2017-05-09,0
8.69,7.66,11.0,26.79,16.79,7.74,0.0,27.03,2017-05-10,0
8.82,7.47,11.02,27.09,17.09,-999.0,0.0,27.07,2017-05-11,0
8.81,7.72,11.04,26.96,16.96,7.81,0.0,26.36,2017-05-12,0
9.66,5.21,11.07,24.92,14.92,-999.0,0.0,24.78,2017-05-13,0
9.14,6.52,11.09,24.27,14.27,-999.0,0.0,23.85,2017-05-14,0
8.26,7.47,11.11,25.67,15.67,7.92,0.0,25.26,2017-05-15,0
8.19,7.96,11.13,26.23,16.23,7.96,0.0,25.92,2017-05-16,0
8.56,7.61,11.15,26.88,16.88,7.88,0.0,26.61,2017-05-17,0
8.54,7.64,11.17,26.76,16.76,-999.0,0.0,26.15,2017-05-18,0
9.39,6.48,11.18,26.95,16.95,-999.0,0.0,26.59,2017-05-19,0
9.75,6.78,11.2,27.88,17.88,-999.0,0.0,27.31,2017-05-20,0
10.02,4.99,11.22,26.78,16.78,-999.0,0.0,26.06,2017-05-21,0
9.96,6.61,11.23,27.07,17.07,-999.0,0.0,26.32,2017-05-22,0
10.09,3.1,11.25,25.81,15.81,-999.0,0.0,25.67,2017-05-23,0
10.0,1.12,11.26,24.09,14.09,-999.0,0.0,24.09,2017-05-24,0
7.95,7.89,11.28,22.05,12.05,8.07,0.0,21.87,2017-05-25,0
7.83,8.08,11.29,22.8,12.8,8.17,0.0,23.27,2017-05-26,0
8.75,7.84,11.3,25.65,15.65,7.95,0.0,25.62,2017-05-27,0
9.49,7.64,11.32,27.27,17.27,-999.0,0.0,27.34,2017-05-28,0
9.62,7.57,11.33,29.03,19.03,7.81,0.0,28.7,2017-05-29,0
10.0,5.95,11.34,28.78,18.78,-999.0,0.0,27.67,2017-05-30,0
9.97,5.86,11.35,27.97,17.97,-999.0,0.0,26.92,2017-05-31,0
10.04,5.02,11.36,26.66,16.66,-999.0,0.0,26.41,2017-06-01,0
10.09,3.22,11.37,26.48,16.48,-999.0,0.0,25.86,2017-06-02,0
9.85,6.61,11.38,25.87,15.87,7.65,0.0,25.7,2017-06-03,0
10.0,6.62,11.38,26.17,16.17,-999.0,0.0,25.74,2017-06-04,0
10.2,4.86,11.39,26.14,16.14,-999.0,0.0,25.56,2017-06-05,0
10.28,0.84,11.4,24.47,14.47,-999.0,0.0,24.57,2017-06-06,0
10.27,1.18,11.41,24.66,14.66,-999.0,0.0,24.62,2017-06-07,0
9.75,2.74,11.41,22.68,12.68,-999.0,0.0,22.62,2017-06-08,0
8.46,7.69,11.42,23.87,13.87,8.02,0.0,23.53,2017-06-09,0
9.53,6.42,11.42,25.47,15.47,7.8,0.0,25.51,2017-06-10,0
10.2,4.74,11.42,26.01,16.01,-999.0,0.0,25.66,2017-06-11,0
10.19,1.17,11.43,25.88,15.88,-999.0,0.0,25.16,2017-06-12,0
10.26,4.13,11.43,25.57,15.57,-999.0,0.0,25.21,2017-06-13,0
10.2,6.42,11.43,26.25,16.25,-999.0,0.0,26.06,2017-06-14,0
10.11,6.42,11.43,26.29,16.29,-999.0,0.0,25.81,2017-06-15,0
10.02,3.73,11.44,25.47,15.47,-999.0,0.0,25.45,2017-06-16,0
9.84,7.15,11.44,26.25,16.25,7.72,0.0,26.01,2017-06-17,0
10.0,7.02,11.44,27.08,17.08,7.7,0.0,26.92,2017-06-18,0
10.29,3.42,11.44,26.92,16.92,-999.0,0.0,26.19,2017-06-19,0
10.42,4.07,11.43,26.14,16.14,-999.0,0.0,25.86,2017-06-20,0
10.17,5.68,11.43,27.99,17.99,-999.0,0.0,27.16,2017-06-21,0
10.23,6.69,11.43,28.18,18.18,-999.0,0.0,27.73,2017-06-22,0
9.78,7.36,11.43,28.06,18.06,-999.0,0.0,27.83,2017-06-23,0
9.9,7.35,11.43,28.44,18.44,7.75,0.0,28.3,2017-06-24,0
10.31,6.94,11.42,28.29,18.29,7.66,0.0,28.01,2017-06-25,0
10.35,5.6,11.42,26.94,16.94,-999.0,0.0,26.61,2017-06-26,0
10.36,3.85,11.41,26.13,16.13,-999.0,0.0,25.69,2017-06-27,0
10.25,4.26,11.41,25.21,15.21,-999.0,0.0,25.16,2017-06-28,0
10.2,5.99,11.4,26.61,16.61,-999.0,0.0,26.39,2017-06-29,0
10.37,6.81,11.4,28.13,18.13,-999.0,0.0,27.78,2017-06-30,0
10.24,7.11,11.39,28.81,18.81,7.62,0.0,28.22,2017-07-01,0
10.27,7.01,11.38,28.6,18.6,7.61,0.0,28.49,2017-07-02,0
10.2,6.85,11.38,28.71,18.71,-999.0,0.0,28.5,2017-07-03,0
10.03,7.01,11.37,28.8,18.8,-999.0,0.0,28.33,2017-07-04,0
9.89,6.86,11.36,29.23,19.23,7.68,0.0,28.59,2017-07-05,0
10.05,7.04,11.35,28.89,18.89,-999.0,0.0,28.31,2017-07-06,0
9.97,7.07,11.34,28.49,18.49,-999.0,0.0,28.09,2017-07-07,0
10.13,6.57,11.33,27.91,17.91,-999.0,0.0,27.46,2017-07-08,0
10.25,6.46,11.32,27.53,17.53,7.54,0.0,27.22,2017-07-09,0
10.24,5.76,11.31,27.35,17.35,-999.0,0.0,27.14,2017-07-10,0
10.27,6.28,11.3,27.6,17.6,7.54,0.0,27.29,2017-07-11,0
9.78,7.29,11.28,27.71,17.71,7.67,0.0,27.45,2017-07-12,0
10.07,5.81,11.27,27.37,17.37,7.51,0.0,27.13,2017-07-13,0
9.86,6.73,11.26,28.03,18.03,-999.0,0.0,27.68,2017-07-14,0
9.93,7.3,11.24,28.67,18.67,7.6,0.0,28.33,2017-07-15,0
10.26,5.12,11.23,27.97,17.97,-999.0,0.0,27.75,2017-07-16,0
10.29,4.38,11.21,27.62,17.62,-999.0,0.0,27.16,2017-07-17,0
10.29,6.6,11.19,27.51,17.51,-999.0,0.0,27.29,2017-07-18,0
10.46,6.07,11.18,28.28,18.28,7.46,0.0,27.8,2017-07-19,0
9.84,6.65,11.16,28.04,18.04,-999.0,0.0,27.78,2017-07-20,0
9.85,6.84,11.14,28.38,18.38,-999.0,0.0,27.93,2017-07-21,0
10.19,5.05,11.12,27.15,17.15,7.44,0.0,26.75,2017-07-22,0
10.34,3.8,11.1,26.02,16.02,-999.0,0.0,25.93,2017-07-23,0
10.36,6.23,11.08,27.05,17.05,-999.0,0.0,26.7,2017-07-24,0
10.31,6.62,11.06,27.81,17.81,7.42,0.0,27.46,2017-07-25,0
10.47,6.05,11.04,27.59,17.59,-999.0,0.0,27.23,2017-07-26,0
10.54,3.83,11.02,26.95,16.95,-999.0,0.0,26.67,2017-07-27,0
10.34,6.21,11.0,28.45,18.45,-999.0,0.0,27.86,2017-07-28,0
10.42,3.65,10.97,28.46,18.46,-999.0,0.0,27.79,2017-07-29,0
10.02,3.8,10.95,25.71,15.71,-999.0,0.0,25.99,2017-07-30,0
9.31,6.7,10.93,25.71,15.71,-999.0,0.0,25.11,2017-07-31,0
9.73,6.0,10.9,26.29,16.29,-999.0,0.0,25.87,2017-08-01,0
10.17,2.57,10.88,26.41,16.41,-999.0,0.0,25.88,2017-08-02,0
10.43,4.08,10.85,26.14,16.14,-999.0,0.0,25.79,2017-08-03,0
10.31,5.95,10.82,26.65,16.65,-999.0,0.0,26.36,2017-08-04,0
10.25,4.15,10.8,26.51,16.51,-999.0,0.0,26.43,2017-08-05,0
10.15,6.46,10.77,27.54,17.54,-999.0,0.0,27.44,2017-08-06,0
10.15,6.14,10.74,27.43,17.43,7.27,0.0,27.34,2017-08-07,0
10.43,5.9,10.71,28.08,18.08,-999.0,0.0,27.68,2017-08-08,0
10.54,5.19,10.68,28.18,18.18,-999.0,0.0,27.86,2017-08-09,0
10.21,6.74,10.65,28.02,18.02,7.15,0.0,27.57,2017-08-10,0
10.28,6.52,10.61,28.19,18.19,7.14,0.0,27.86,2017-08-11,0
10.55,6.27,10.58,28.3,18.3,-999.0,0.0,27.96,2017-08-12,0
10.48,6.02,10.55,27.95,17.95,-999.0,0.0,27.69,2017-08-13,0
10.46,5.16,10.51,28.0,18.0,7.05,0.0,27.53,2017-08-14,0
10.32,6.65,10.48,28.13,18.13,7.02,0.0,27.84,2017-08-15,0
10.29,6.78,10.44,28.8,18.8,7.03,0.0,28.39,2017-08-16,0
10.49,5.28,10.41,29.02,19.02,-999.0,0.0,28.71,2017-08-17,0
10.52,5.06,10.37,28.84,18.84,-999.0,0.0,28.33,2017-08-18,0
10.22,6.46,10.33,28.6,18.6,6.99,0.0,28.23,2017-08-19,0
10.11,6.21,10.3,29.0,19.0,-999.0,0.0,28.22,2017-08-20,0
10.31,5.07,10.27,27.12,17.12,-999.0,0.0,26.81,2017-08-21,0
10.1,6.41,10.23,29.0,19.0,-999.0,0.0,28.38,2017-08-22,0
10.32,6.37,10.2,28.55,18.55,6.86,0.0,27.99,2017-08-23,0
10.28,6.4,10.17,28.13,18.13,6.81,0.0,27.55,2017-08-24,0
10.38,6.29,10.14,28.03,18.03,-999.0,0.0,27.51,2017-08-25,0
10.65,4.15,10.1,27.12,17.12,-999.0,0.0,26.56,2017-08-26,0
10.64,4.71,10.07,26.86,16.86,-999.0,0.0,26.42,2017-08-27,0
10.89,3.11,10.03,26.11,16.11,-999.0,0.0,25.78,2017-08-28,0
10.34,5.07,9.99,25.39,15.39,-999.0,0.0,25.33,2017-08-29,0
10.29,5.04,9.96,27.64,17.64,-999.0,0.0,27.11,2017-08-30,0
10.04,6.21,9.92,28.32,18.32,6.68,0.0,27.78,2017-08-31,0
10.34,4.7,9.88,27.77,17.77,6.72,0.0,27.17,2017-09-01,0
10.22,3.84,9.84,25.47,15.47,-999.0,0.0,25.3,2017-09-02,0
9.81,5.95,9.8,26.38,16.38,-999.0,0.0,25.91,2017-09-03,0
9.86,6.01,9.76,27.03,17.03,-999.0,0.0,26.73,2017-09-04,0
10.19,5.04,9.72,26.68,16.68,-999.0,0.0,26.41,2017-09-05,0
10.4,2.59,9.68,25.58,15.58,-999.0,0.0,25.22,2017-09-06,0
10.11,4.88,9.64,25.58,15.58,-999.0,0.0,24.96,2017-09-07,0
10.25,3.56,9.6,25.94,15.94,-999.0,0.0,25.33,2017-09-08,0
10.39,2.92,9.55,25.11,15.11,-999.0,0.0,24.71,2017-09-09,0
10.78,0.65,9.51,24.69,14.69,-999.0,0.0,24.55,2017-09-10,0
10.49,2.35,9.46,24.22,14.22,-999.0,0.0,24.48,2017-09-11,0
9.25,5.98,9.42,24.56,14.56,-999.0,0.0,23.87,2017-09-12,0
9.38,5.73,9.37,25.17,15.17,6.44,0.0,24.9,2017-09-13,0
9.85,5.81,9.33,26.39,16.39,6.34,0.0,26.27,2017-09-14,0
10.21,5.33,9.28,27.24,17.24,-999.0,0.0,26.67,2017-09-15,0
10.01,3.88,9.23,26.22,16.22,-999.0,0.0,25.83,2017-09-16,0
9.28,5.99,9.18,25.52,15.52,6.28,0.0,25.07,2017-09-17,0
9.03,5.99,9.14,25.33,15.33,6.3,0.0,24.83,2017-09-18,0
9.38,5.6,9.09,26.39,16.39,6.19,0.0,26.05,2017-09-19,0
9.78,5.72,9.04,26.83,16.83,-999.0,0.0,26.36,2017-09-20,0
9.79,4.89,8.99,26.12,16.12,-999.0,0.0,25.63,2017-09-21,0
9.61,5.2,8.94,25.63,15.63,-999.0,0.0,25.2,2017-09-22,0
9.81,4.07,8.89,25.78,15.78,-999.0,0.0,25.25,2017-09-23,0
10.04,4.4,8.83,25.93,15.93,-999.0,0.0,25.55,2017-09-24,0
9.47,5.88,8.78,26.35,16.35,5.91,0.0,25.51,2017-09-25,0
9.33,5.54,8.73,25.61,15.61,-999.0,0.0,25.42,2017-09-26,0
9.4,5.61,8.68,26.31,16.31,5.87,0.0,26.31,2017-09-27,0
9.7,5.47,8.62,27.32,17.32,5.77,0.0,26.94,2017-09-28,0
9.7,5.51,8.57,26.9,16.9,5.75,0.0,26.31,2017-09-29,0
10.35,1.48,8.52,25.54,15.54,-999.0,0.0,25.19,2017-09-30,0
10.44,1.5,8.46,23.59,13.59,-999.0,0.0,23.38,2017-10-01,0
9.42,4.19,8.41,24.54,14.54,-999.0,0.0,23.88,2017-10-02,0
9.05,4.66,8.35,24.6,14.6,-999.0,0.0,24.03,2017-10-03,0
8.91,5.35,8.3,24.65,14.65,-999.0,0.0,24.06,2017-10-04,0
9.49,4.06,8.24,24.69,14.69,-999.0,0.0,24.21,2017-10-05,0
10.12,4.76,8.19,26.46,16.46,-999.0,0.0,25.85,2017-10-06,0
10.16,4.97,8.13,27.06,17.06,5.37,0.0,26.67,2017-10-07,0
10.34,3.8,8.07,27.47,17.47,-999.0,0.0,26.8,2017-10-08,0
10.35,4.73,8.02,27.73,17.73,5.26,0.0,27.0,2017-10-09,0
9.97,5.01,7.96,27.18,17.18,5.3,0.0,26.56,2017-10-10,0
9.7,5.05,7.9,26.72,16.72,5.28,0.0,26.13,2017-10-11,0
9.26,5.26,7.85,25.34,15.34,5.33,0.0,24.56,2017-10-12,0
9.12,5.14,7.79,25.21,15.21,5.32,0.0,24.64,2017-10-13,0
9.55,3.54,7.73,25.85,15.85,-999.0,0.0,25.12,2017-10-14,0
9.59,4.36,7.67,25.77,15.77,5.14,0.0,25.03,2017-10-15,0
9.73,4.94,7.62,26.23,16.23,5.08,0.0,25.74,2017-10-16,0
9.15,2.27,7.56,19.44,9.44,-999.0,0.0,19.19,2017-10-17,0
8.63,4.56,7.5,21.83,11.83,-999.0,0.0,21.23,2017-10-18,0
8.81,4.41,7.44,22.85,12.85,-999.0,0.0,22.03,2017-10-19,0
8.66,4.45,7.39,22.94,12.94,-999.0,0.0,22.43,2017-10-20,0
9.02,4.34,7.33,23.64,13.64,-999.0,0.0,23.14,2017-10-21,0
9.66,3.62,7.27,25.16,15.16,-999.0,0.0,24.66,2017-10-22,0
9.87,2.45,7.21,24.35,14.35,-999.0,0.0,24.24,2017-10-23,0
7.83,5.06,7.16,19.49,9.49,5.08,0.0,19.45,2017-10-24,0
7.0,5.08,7.1,14.61,4.61,5.1,3.69,14.32,2017-10-25,0
6.92,5.05,7.05,14.01,4.01,5.05,4.29,13.78,2017-10-26,0
7.47,4.88,7.0,17.06,7.06,4.94,1.24,17.12,2017-10-27,0
8.65,3.74,6.95,19.93,9.93,4.79,0.0,19.48,2017-10-28,0
7.18,4.89,6.9,12.38,2.38,4.94,5.92,13.5,2017-10-29,0
6.68,4.91,6.86,11.1,1.1,4.91,7.2,11.14,2017-10-30,0
7.15,4.8,6.81,14.38,4.38,4.8,3.92,14.61,2017-10-31,0
8.19,4.06,6.76,18.99,8.99,4.69,0.0,18.38,2017-11-01,0
8.21,4.52,6.72,20.59,10.59,4.6,0.0,20.16,2017-11-02,0
8.26,4.53,6.67,20.59,10.59,4.53,0.0,20.11,2017-11-03,0
8.14,4.46,6.62,20.22,10.22,4.52,0.0,19.79,2017-11-04,0
8.98,3.72,6.58,21.35,11.35,-999.0,0.0,20.68,2017-11-05,0
8.85,3.95,6.53,22.05,12.05,-999.0,0.0,21.3,2017-11-06,0
8.5,4.27,6.49,21.48,11.48,4.4,0.0,21.2,2017-11-07,0
9.19,3.69,6.45,21.34,11.34,-999.0,0.0,21.0,2017-11-08,0
9.4,2.04,6.4,20.64,10.64,-999.0,0.0,21.1,2017-11-09,0
8.26,2.97,6.36,15.74,5.74,4.39,2.56,15.07,2017-11-10,0
8.68,2.33,6.32,18.17,8.17,-999.0,0.13,18.68,2017-11-11,0
8.46,4.0,6.28,21.02,11.02,-999.0,0.0,20.18,2017-11-12,0
8.63,3.6,6.23,19.42,9.42,-999.0,0.0,18.7,2017-11-13,0
8.06,2.61,6.19,16.03,6.03,-999.0,2.27,16.03,2017-11-14,0
8.18,2.04,6.15,14.83,4.83,-999.0,3.47,14.02,2017-11-15,0
7.3,4.19,6.12,14.05,4.05,4.21,4.25,14.17,2017-11-16,0
7.39,4.0,6.08,15.58,5.58,4.2,2.72,15.38,2017-11-17,0
7.72,4.05,6.04,18.36,8.36,4.08,0.0,17.5,2017-11-18,0
7.69,3.47,6.0,14.14,4.14,-999.0,4.16,15.61,2017-11-19,0
7.64,3.7,5.97,13.63,3.63,4.11,4.67,14.03,2017-11-20,0
9.04,1.87,5.93,19.65,9.65,-999.0,0.0,19.12,2017-11-21,0
8.61,3.47,5.9,18.87,8.87,3.88,0.0,18.23,2017-11-22,0
9.11,0.42,5.87,15.98,5.98,-999.0,2.32,16.79,2017-11-23,0
8.04,3.14,5.83,15.15,5.15,3.85,3.15,14.5,2017-11-24,0
7.23,3.64,5.8,14.59,4.59,3.98,3.71,14.17,2017-11-25,0
7.58,3.83,5.77,15.89,5.89,3.85,2.41,15.0,2017-11-26,0
7.37,3.62,5.74,14.89,4.89,3.89,3.41,14.37,2017-11-27,0
8.16,3.51,5.72,18.69,8.69,3.72,0.0,18.49,2017-11-28,0
7.77,3.7,5.69,19.57,9.57,3.76,0.0,18.83,2017-11-29,0
7.6,3.74,5.66,18.62,8.62,3.78,0.0,17.57,2017-11-30,0
8.57,3.06,5.64,19.2,9.2,-999.0,0.0,18.37,2017-12-01,0
8.36,3.5,5.61,19.4,9.4,-999.0,0.0,18.9,2017-12-02,0
8.38,2.22,5.59,18.14,8.14,-999.0,0.16,17.11,2017-12-03,0
8.12,3.06,5.57,17.77,7.77,-999.0,0.53,16.8,2017-12-04,0
8.26,3.53,5.55,20.0,10.0,3.61,0.0,19.17,2017-12-05,0
9.06,2.26,5.53,18.13,8.13,-999.0,0.17,18.4,2017-12-06,0
8.86,0.66,5.51,13.01,3.01,-999.0,5.29,12.32,2017-12-07,0
8.96,0.54,5.49,12.21,2.21,-999.0,6.09,11.49,2017-12-08,0
8.05,1.22,5.48,6.5,0.0,-999.0,11.8,7.42,2017-12-09,0
5.78,3.88,5.46,5.53,0.0,3.88,12.77,4.78,2017-12-10,0
6.15,3.82,5.45,7.41,0.0,3.82,10.89,6.76,2017-12-11,0
6.53,3.7,5.44,12.46,2.46,3.7,5.84,11.15,2017-12-12,0
6.31,3.73,5.43,7.52,0.0,3.76,10.78,7.16,2017-12-13,0
7.32,3.29,5.42,12.35,2.35,-999.0,5.95,11.89,2017-12-14,0
8.38,2.55,5.41,15.26,5.26,-999.0,3.04,14.19,2017-12-15,0
7.6,3.47,5.4,11.01,1.01,3.51,7.29,10.49,2017-12-16,0
8.35,3.08,5.4,15.08,5.08,3.45,3.22,14.88,2017-12-17,0
9.25,2.33,5.39,18.85,8.85,-999.0,0.0,18.42,2017-12-18,0
8.79,2.93,5.39,20.68,10.68,3.47,0.0,19.75,2017-12-19,0
8.44,3.34,5.39,19.19,9.19,-999.0,0.0,18.94,2017-12-20,0
8.89,2.4,5.39,17.78,7.78,-999.0,0.52,18.41,2017-12-21,0
8.54,2.06,5.39,15.86,5.86,-999.0,2.44,15.14,2017-12-22,0
8.25,2.89,5.39,18.67,8.67,-999.0,0.0,17.99,2017-12-23,0
8.84,2.1,5.4,20.43,10.43,-999.0,0.0,19.71,2017-12-24,0
7.18,3.67,5.4,10.87,0.87,3.71,7.43,10.79,2017-12-25,0
7.39,3.49,5.41,12.49,2.49,3.58,5.81,12.02,2017-12-26,0
8.83,1.46,5.42,12.68,2.68,-999.0,5.62,11.97,2017-12-27,0
8.85,0.57,5.42,10.67,0.67,-999.0,7.63,10.27,2017-12-28,0
8.25,1.38,5.43,7.79,0.0,-999.0,10.51,7.47,2017-12-29,0
7.04,2.36,5.45,8.88,0.0,3.75,9.42,7.8,2017-12-30,0
7.67,2.87,5.46,9.39,0.0,-999.0,8.91,9.09,2017-12-31,0
7.7,0.86,5.47,4.7,0.0,-999.0,13.6,4.49,2018-01-01,0
7.52,1.62,5.49,3.32,0.0,-999.0,14.98,2.55,2018-01-02,0
7.33,1.11,5.51,0.57,0.0,-999.0,17.73,2.04,2018-01-03,0
5.44,3.87,5.52,0.58,0.0,3.88,17.72,-0.07,2018-01-04,0
6.02,3.29,5.54,0.99,0.0,-999.0,17.31,0.46,2018-01-05,0
5.97,3.8,5.56,3.12,0.0,3.84,15.18,2.45,2018-01-06,0
6.57,3.42,5.59,6.21,0.0,3.84,12.09,5.89,2018-01-07,0
7.69,1.81,5.61,11.0,1.0,-999.0,7.3,11.07,2018-01-08,0
8.69,1.78,5.63,15.8,5.8,-999.0,2.5,15.58,2018-01-09,0
8.99,2.19,5.66,17.38,7.38,-999.0,0.92,17.17,2018-01-10,0
8.98,2.47,5.68,19.37,9.37,-999.0,0.0,18.46,2018-01-11,0
8.53,1.03,5.71,17.92,7.92,-999.0,0.38,17.72,2018-01-12,0
6.57,3.63,5.74,7.83,0.0,4.03,10.47,7.4,2018-01-13,0
6.06,3.85,5.77,5.52,0.0,4.06,12.78,4.85,2018-01-14,0
6.06,4.03,5.8,6.52,0.0,4.05,11.78,5.43,2018-01-15,0
6.56,3.98,5.83,9.66,0.0,4.03,8.64,8.38,2018-01-16,0
6.69,2.62,5.87,4.6,0.0,3.97,13.7,6.2,2018-01-17,0
5.39,4.26,5.9,2.04,0.0,4.26,16.26,1.86,2018-01-18,0
5.89,4.22,5.93,6.02,0.0,4.22,12.28,6.23,2018-01-19,0
7.35,2.46,5.97,8.24,0.0,-999.0,10.06,8.84,2018-01-20,0
7.61,3.98,6.01,13.17,3.17,4.03,5.13,12.11,2018-01-21,0
8.2,3.72,6.04,16.93,6.93,-999.0,1.37,16.66,2018-01-22,0
8.36,2.78,6.08,15.61,5.61,-999.0,2.69,16.87,2018-01-23,0
7.1,3.99,6.12,10.85,0.85,4.31,7.45,10.3,2018-01-24,0
6.54,4.35,6.16,10.11,0.11,4.45,8.19,9.04,2018-01-25,0
7.54,3.03,6.2,12.48,2.48,-999.0,5.82,12.94,2018-01-26,0
8.46,2.53,6.24,16.7,6.7,-999.0,1.6,16.31,2018-01-27,0
8.86,2.22,6.29,17.79,7.79,-999.0,0.51,17.47,2018-01-28,0
8.41,1.5,6.33,14.54,4.54,-999.0,3.76,16.3,2018-01-29,0
5.85,4.62,6.37,7.9,0.0,4.64,10.4,7.8,2018-01-30,0
6.2,4.57,6.42,8.41,0.0,4.57,9.89,8.08,2018-01-31,0
7.51,3.63,6.46,13.11,3.11,-999.0,5.19,12.8,2018-02-01,0
7.28,3.75,6.51,11.47,1.47,4.41,6.83,11.82,2018-02-02,0
7.51,3.45,6.55,10.03,0.03,-999.0,8.27,10.17,2018-02-03,0
8.59,0.79,6.6,15.93,5.93,-999.0,2.37,15.88,2018-02-04,0
6.86,4.67,6.65,13.53,3.53,-999.0,4.77,12.95,2018-02-05,0
7.43,4.39,6.69,14.87,4.87,-999.0,3.43,14.34,2018-02-06,0
8.59,4.0,6.74,18.33,8.33,-999.0,0.0,18.21,2018-02-07,0
8.53,1.71,6.79,15.16,5.16,-999.0,3.14,15.6,2018-02-08,0
8.51,1.91,6.84,16.8,6.8,-999.0,1.5,16.43,2018-02-09,0
8.78,3.67,6.89,19.31,9.31,-999.0,0.0,19.12,2018-02-10,0
8.89,3.88,6.94,21.2,11.2,-999.0,0.0,20.63,2018-02-11,0
9.32,1.76,6.99,20.85,10.85,-999.0,0.0,20.17,2018-02-12,0
9.2,1.33,7.04,15.18,5.18,-999.0,3.12,16.23,2018-02-13,0
8.42,2.5,7.09,15.54,5.54,-999.0,2.76,14.84,2018-02-14,0
8.58,4.77,7.14,18.43,8.43,4.81,0.0,17.91,2018-02-15,0
8.11,4.85,7.19,18.95,8.95,-999.0,0.0,18.71,2018-02-16,0
8.53,4.26,7.25,19.53,9.53,-999.0,0.0,19.16,2018-02-17,0
8.36,4.67,7.31,20.63,10.63,-999.0,0.0,19.48,2018-02-18,0
8.37,4.63,7.37,20.04,10.04,-999.0,0.0,19.42,2018-02-19,0
8.52,4.41,7.43,21.56,11.56,5.09,0.0,20.9,2018-02-20,0
8.48,4.97,7.49,22.37,12.37,5.17,0.0,21.59,2018-02-21,0
8.06,5.11,7.55,20.96,10.96,-999.0,0.0,20.49,2018-02-22,0
8.32,4.46,7.61,21.02,11.02,-999.0,0.0,20.54,2018-02-23,0
8.25,5.18,7.67,21.38,11.38,5.33,0.0,20.98,2018-02-24,0
8.87,4.49,7.73,22.45,12.45,-999.0,0.0,21.89,2018-02-25,0
8.95,3.04,7.79,21.44,11.44,-999.0,0.0,20.89,2018-02-26,0
8.22,4.49,7.85,18.09,8.09,5.54,0.21,17.72,2018-02-27,0
8.8,3.78,7.91,20.03,10.03,5.4,0.0,19.77,2018-02-28,0
9.18,4.09,7.97,21.58,11.58,-999.0,0.0,21.46,2018-03-01,0
7.64,5.73,8.03,17.48,7.48,5.8,0.82,17.39,2018-03-02,0
6.17,5.94,8.09,13.14,3.14,5.94,5.16,12.76,2018-03-03,0
6.13,5.96,8.15,12.31,2.31,5.96,5.99,11.46,2018-03-04,0
7.41,4.66,8.21,14.21,4.21,5.82,4.09,13.59,2018-03-05,0
8.09,4.4,8.27,15.38,5.38,-999.0,2.92,15.72,2018-03-06,0
7.01,5.87,8.33,13.45,3.45,6.04,4.85,14.81,2018-03-07,0
5.95,6.11,8.38,9.27,0.0,6.11,9.03,9.04,2018-03-08,0
6.32,6.08,8.44,11.32,1.32,6.1,6.98,10.57,2018-03-09,0
7.08,3.89,8.5,12.68,2.68,-999.0,5.62,12.8,2018-03-10,0
8.21,5.08,8.56,17.16,7.16,-999.0,1.14,16.81,2018-03-11,0
7.69,4.93,8.61,12.87,2.87,-999.0,5.43,14.32,2018-03-12,0
6.14,6.28,8.67,10.49,0.49,6.32,7.81,10.19,2018-03-13,0
